message_id,raw_text,cleaned_text,sender_name,sender_id,time,date,reactions,links,hashtags,reply_to_message_id
25,"🎥پذیرایی از وزیر صهیونیست با پرتاب بطری در دانشگاه آمریکا

🔹معترضان حامی فلسطین هنگامی که وزیر تندرو رژیم صهیونیستی ایتمار بن‌گویر پنجشنبه بعد از سخنرانی در دانشگاه ییل در حال خروج بود، با فریاد «شرم بر تو» و پرتاب بطری آب به سویش، بدرقه‌اش کردند

کانال رسمی #شرق_نیوز
@EastNewse","🎥پذیرایی از وزیر صهیونیست با پرتاب بطری در دانشگاه آمریکا
🔹معترضان حامی فلسطین هنگامی که وزیر تندرو رژیم صهیونیستی ایتمار بن‌گویر پنجشنبه بعد از سخنرانی در دانشگاه ییل در حال خروج بود، با فریاد «شرم بر تو» و پرتاب بطری آب به سویش، بدرقه‌اش کردند
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,11:48:54,24/04/25,"👍:6,👏:1,🥴:1",@EastNewse,#شرق_نیوز,
27,"🚨🚨🚨 #فوری | به نقل از رسانه های هندوستانی و پاکستانی جنگ بین هندوستان و پاکستان ظرف ۷۲ ساعت دیگر اتفاق خواهد افتاد

کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨🚨  | به نقل از رسانه های هندوستانی و پاکستانی جنگ بین هندوستان و پاکستان ظرف  ۷۲  ساعت دیگر اتفاق خواهد افتاد
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:50:12,24/04/25,"🤣:20,👎:2,🔥:2,👍:1",@EastNewse,"#فوری,#شرق_نیوز",
28,,,Mehrab alpha 17:20,user5289251155,15:38:18,24/04/25,,,,27.0
29,"🚨🚨🚨 #فوری | برگزاری جلسه اضطراری کابینه توسط شهباز شریف نخست وزیر پاکستان.

کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨🚨  | برگزاری جلسه اضطراری کابینه توسط شهباز شریف نخست وزیر پاکستان.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,18:13:46,24/04/25,🔥:3,@EastNewse,"#فوری,#شرق_نیوز",
30,"#اطلاعیه  

گروه های #قدیمی شما رو #خریداریم 

اعضا گروه مهم نیست فقط عمر گروه سه سال بیشتر باشه  
1395 
1396 
1397 
1398 
1399 
1400 
1401

@ali988623","  
گروه های  شما رو  
اعضا گروه مهم نیست فقط عمر گروه سه سال بیشتر باشه  
 1395  
 1396  
 1397  
 1398  
 1399  
 1400  
 1401 
@ali 988623",اخبار جنگ (شرق نیوز)🚨,channel1547101071,19:23:56,24/04/25,"👍:2,👎:2",@ali988623,"#اطلاعیه,#قدیمی,#خریداریم",
31,"🚨🚨🚨 #فوری | رسانه های هندی پاکستانی:
هر دو کشور(هند و پاکستان )در حال جابه جایی لانچرهای موشک بالستیک هستند

کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨🚨  | رسانه های هندی پاکستانی:
هر دو کشور(هند و پاکستان )در حال جابه جایی لانچرهای موشک بالستیک هستند
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,22:49:43,24/04/25,"😨:5,👎:2,👍:1,🔥:1",@EastNewse,"#فوری,#شرق_نیوز",
32,"رئیس‌ جمهور پاراگوئه اعلام کرد که این کشور سپاه پاسداران، حماس و حزب‌ الله را در فهرست تروریستی خود قرار داده است.

کانال رسمی #شرق_نیوز
@EastNewse","رئیس‌ جمهور پاراگوئه اعلام کرد که این کشور سپاه پاسداران، حماس و حزب‌ الله را در فهرست تروریستی خود قرار داده است.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,00:47:20,25/04/25,"🤣:20,🍌:7,👏:3,🤬:1",@EastNewse,#شرق_نیوز,
33,"وزارت خارجه آمریکا: ایران حملات و فعالیت های تروریستی متعددی را تامین مالی و انجام داده است. ما از همه کشورها می‌خواهیم که رژیم ایران را پاسخگو بدانند و از فعالیت عوامل و نیابتی های آن در خاک‌ شان جلوگیری کنند.

کانال رسمی #شرق_نیوز
@EastNewse","وزارت خارجه آمریکا: ایران حملات و فعالیت های تروریستی متعددی را تامین مالی و انجام داده است. ما از همه کشورها می‌خواهیم که رژیم ایران را پاسخگو بدانند و از فعالیت عوامل و نیابتی های آن در خاک‌ شان جلوگیری کنند.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,00:48:05,25/04/25,"🍌:10,👏:2,🤣:1",@EastNewse,#شرق_نیوز,
34,"وزیر خارجه رژيم صهیونیستی: ما پاراگوئه و رئیس‌جمهور آن را به خاطر تصمیم تاریخی‌ شان در معرفی سپاه پاسداران ایران، حماس و حزب‌ الله به عنوان سازمان‌ های تروریستی ستایش می‌کنیم.


کانال رسمی #شرق_نیوز
@EastNewse","وزیر خارجه رژیم صهیونیستی: ما پاراگوئه و رئیس‌جمهور آن را به خاطر تصمیم تاریخی‌ شان در معرفی سپاه پاسداران ایران، حماس و حزب‌ الله به عنوان سازمان‌ های تروریستی ستایش می‌کنیم.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,01:03:33,25/04/25,"🍌:20,👏:3,👍:2",@EastNewse,#شرق_نیوز,
35,"♦️به آتش کشیدن پمپ بنزینی در کرج!


کانال رسمی #شرق_نیوز
@EastNewse","♦️به آتش کشیدن پمپ بنزینی در کرج!
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,01:21:05,25/04/25,"🤬:22,👍:1,👎:1",@EastNewse,#شرق_نیوز,
36,#صفحه_125,#صفحه_ 125,اخبار جنگ (شرق نیوز)🚨,channel1547101071,05:54:10,25/04/25,"❤:2,👍:1",,#صفحه_125,
37,"#ترجمه_صوتی
#صفحه_125","
#صفحه_ 125",اخبار جنگ (شرق نیوز)🚨,channel1547101071,05:54:10,25/04/25,❤:2,,"#ترجمه_صوتی,#صفحه_125",
38,"🚨🚨🚨 #فوری | فعالیت جنگنده های پاکستان و هند بر فراز مرز دو کشور ‼️‼️

کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨🚨  | فعالیت جنگنده های پاکستان و هند بر فراز مرز دو کشور ‼️‼️
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,05:55:16,25/04/25,"👎:3,👍:2",@EastNewse,"#فوری,#شرق_نیوز",
39,"🔴طبق نظرسنجی‌های فاکس‌نیوز، شبکه نزدیک به دونالد ترامپ:

🔴 میزان رضایت مردم از عملکرد ۱۰۰ روزه ترامپ به پایین‌ترین حد نسبت به روسای جمهور قبلی و حتی دور اول خود ترامپ شد.

کانال رسمی #شرق_نیوز
@EastNewse","🔴طبق نظرسنجی‌های فاکس‌نیوز، شبکه نزدیک به دونالد ترامپ:
🔴 میزان رضایت مردم از عملکرد  ۱۰۰  روزه ترامپ به پایین‌ترین حد نسبت به روسای جمهور قبلی و حتی دور اول خود ترامپ شد.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:53:27,25/04/25,"👍:6,🍌:2,👎:1",@EastNewse,#شرق_نیوز,
40,"وزیر فرهنگ برای شرکت در مراسم تشییع پاپ عازم رم شد

🔹وزیر فرهنگ و ارشاد، به نمایندگی از رئیس‌جمهور، برای شرکت در مراسم تشییع پاپ فرانسیس، عازم رم شد.


کانال رسمی #شرق_نیوز
@EastNewse","وزیر فرهنگ برای شرکت در مراسم تشییع پاپ عازم رم شد
🔹وزیر فرهنگ و ارشاد، به نمایندگی از رئیس‌جمهور، برای شرکت در مراسم تشییع پاپ فرانسیس، عازم رم شد.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:20:35,25/04/25,👍:7,@EastNewse,#شرق_نیوز,
41,"♦️یکی از نظامیان ارشد روسیه ترور شد

🔹تصویری از محل انفجار خودروی متعلق به مقام نظامی روسی همزمان با سفر ویتکاف به مسکو

🔹به گفته منابع روسی، در منطقه بالاشیخا در منطقه مسکو، انفجار یک خودرو منجر به کشته شدن یاروسلاو موسکالیک، معاون رئیس اداره عملیات اصلی ستاد کل روسیه شد.

کانال رسمی #شرق_نیوز
@EastNewse","♦️یکی از نظامیان ارشد روسیه ترور شد
🔹تصویری از محل انفجار خودروی متعلق به مقام نظامی روسی همزمان با سفر ویتکاف به مسکو
🔹به گفته منابع روسی، در منطقه بالاشیخا در منطقه مسکو، انفجار یک خودرو منجر به کشته شدن یاروسلاو موسکالیک، معاون رئیس اداره عملیات اصلی ستاد کل روسیه شد.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,15:55:01,25/04/25,"👍:9,👎:3,👏:3,❤:1,💔:1",@EastNewse,#شرق_نیوز,
42,"مسکو، لحظه ترور ژنرال یاروسلاو مسکالیک، معاون رئیس دپارتمان عملیاتی ستاد کل ارتش روسیه

کانال رسمی #شرق_نیوز
@EastNewse","مسکو، لحظه ترور ژنرال یاروسلاو مسکالیک، معاون رئیس دپارتمان عملیاتی ستاد کل ارتش روسیه
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,20:19:14,25/04/25,"🥰:5,🤬:4,😨:2,👍:1",@EastNewse,#شرق_نیوز,
43,"♦️پرچم حرم حضرت زینب کبری توسط باند تروریستی الجولانی پایین کشیده شد

🔹پرچم حرم مطهر حضرت زینب سلام‌ الله علیها که سال‌ها بر فراز گنبد طلایی در آسمان دمشق برافراشته بود، به پایین کشیده شد. باند تروریستی الجولانی در توضیح این اقدام خود اعلام کرد که هدف از این کار جلوگیری از بروز فتنه‌ های طایفه‌ای بوده است!

کانال رسمی #شرق_نیوز
@EastNewse","♦️پرچم حرم حضرت زینب کبری توسط باند تروریستی الجولانی پایین کشیده شد
🔹پرچم حرم مطهر حضرت زینب سلام‌ الله علیها که سال‌ها بر فراز گنبد طلایی در آسمان دمشق برافراشته بود، به پایین کشیده شد. باند تروریستی الجولانی در توضیح این اقدام خود اعلام کرد که هدف از این کار جلوگیری از بروز فتنه‌ های طایفه‌ای بوده است!
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,01:24:05,26/04/25,"🤬:32,👍:7,👎:3,🥴:3,💔:3,🤣:1",@EastNewse,#شرق_نیوز,
44,#صفحه_126,#صفحه_ 126,اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:30:23,26/04/25,"❤:6,👍:1",,#صفحه_126,
45,"#ترجمه_صوتی
#صفحه_126","
#صفحه_ 126",اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:30:23,26/04/25,❤:4,,"#ترجمه_صوتی,#صفحه_126",
46,"بر اثر حمله موشکی یمن به عمق سرزمین های اشغالی آژیرهای خطر در بیت المقدس والنقب به صدا درآمدند

کانال رسمی #شرق_نیوز
@EastNewse","بر اثر حمله موشکی یمن به عمق سرزمین های اشغالی آژیرهای خطر در بیت المقدس والنقب به صدا درآمدند
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:55:29,26/04/25,"🔥:3,👍:1",@EastNewse,#شرق_نیوز,
47,"🚨🚨#مهم | ترامپ: 

💢آوردن دارو و غذا به غزه دشوار است💢

پ.ن:اما ارسال تسلیحات نظامی اسان است!!

💢گزارشگر ویژه سازمان ملل: اسرائیل به وضوح در تلاش است تا 2.2 میلیون نفر در غزه از گرسنگی بمیرند💢


کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨 | ترامپ: 
💢آوردن دارو و غذا به غزه دشوار است💢
پ.ن:اما ارسال تسلیحات نظامی اسان است!!
💢گزارشگر ویژه سازمان ملل: اسرائیل به وضوح در تلاش است تا  2.2  میلیون نفر در غزه از گرسنگی بمیرند💢
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,09:19:29,26/04/25,"🤬:10,👍:3",@EastNewse,"#مهم,#شرق_نیوز",
48,"تصویری که گفته می شود مربوط به انفجار شدید در اسکله شهید رجایی بندرعباس است.


کانال رسمی #شرق_نیوز
@EastNewse","تصویری که گفته می شود مربوط به انفجار شدید در اسکله شهید رجایی بندرعباس است.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:23:10,26/04/25,"💔:2,❤:1,👍:1",@EastNewse,#شرق_نیوز,
49,"تصاویری از انفجار در بندرعباس 

کانال رسمی #شرق_نیوز
@EastNewse","تصاویری از انفجار در بندرعباس 
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:23:43,26/04/25,"💔:7,❤:1,👍:1",@EastNewse,#شرق_نیوز,
50,"تصاویر دوربین مداربسته از لحظه انفجار بندر شهید رجایی


کانال رسمی #شرق_نیوز
@EastNewse","تصاویر دوربین مداربسته از لحظه انفجار بندر شهید رجایی
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,15:26:29,26/04/25,💔:10,@EastNewse,#شرق_نیوز,
51,"گروه های قدیمی شما رو خریداریم ?

اعضا گروه مهم نیست فقط عمر گروه سه سال بیشتر باشه  
1395 
1396 
1397 
1398 
1399 
1400 
1401

ایدی جهت خرید
@ali988623","گروه های قدیمی شما رو خریداریم ؟
اعضا گروه مهم نیست فقط عمر گروه سه سال بیشتر باشه  
 1395  
 1396  
 1397  
 1398  
 1399  
 1400  
 1401 
ایدی جهت خرید
@ali 988623",اخبار جنگ (شرق نیوز)🚨,channel1547101071,15:28:03,26/04/25,"🤣:2,👍:1",@ali988623,,
53,"🚨🚨🚨#مهم | خبرنگار المیادین در مسقط:

🔴مذاکرات غیرمستقیم ایران و آمریکا از سه ساعت پیش همچنان ادامه دارد💢💢


کانال رسمی #شرق_نیوز
@EastNewse","🚨🚨🚨 | خبرنگار المیادین در مسقط:
🔴مذاکرات غیرمستقیم ایران و آمریکا از سه ساعت پیش همچنان ادامه دارد💢💢
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,16:12:41,26/04/25,👍:2,@EastNewse,"#مهم,#شرق_نیوز",
54,"تصاویری بسیار تلخ از اسکله شهید رجایی بندر عباس

کانال رسمی #شرق_نیوز
@EastNewse","تصاویری بسیار تلخ از اسکله شهید رجایی بندر عباس
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,16:37:52,26/04/25,💔:22,@EastNewse,#شرق_نیوز,
55,"ویدئویی جدید از لحظه انفجار در اسکله شهید رجایی بندرعباس

کانال رسمی #شرق_نیوز
@EastNewse","ویدئویی جدید از لحظه انفجار در اسکله شهید رجایی بندرعباس
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,17:59:47,26/04/25,💔:18,@EastNewse,#شرق_نیوز,
56,"♦️نجات جان اسیر صهیونیست توسط مقاومت فلسطین 

🔹کتائب القسام تصاویری را با این توضیحات منتشر کردند: ما عملیاتی را برای نجات اسرای صهیونیستی از تونلی که چند روز پیش توسط اشغالگران بمباران شده بود انجام دادیم.

کانال رسمی #شرق_نیوز
@EastNewse","♦️نجات جان اسیر صهیونیست توسط مقاومت فلسطین 
🔹کتائب القسام تصاویری را با این توضیحات منتشر کردند: ما عملیاتی را برای نجات اسرای صهیونیستی از تونلی که چند روز پیش توسط اشغالگران بمباران شده بود انجام دادیم.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:35:33,26/04/25,"👍:5,👎:1",@EastNewse,#شرق_نیوز,
57,"رویترز: سومین دور مذاکرات هسته‌ای با ایران مثبت و سازنده بود.


کانال رسمی #شرق_نیوز
@EastNewse","رویترز: سومین دور مذاکرات هسته‌ای با ایران مثبت و سازنده بود.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:35:52,26/04/25,👍:6,@EastNewse,#شرق_نیوز,
58,"🇮🇷ایران من تسلیت
#بندر_عباس


کانال رسمی #شرق_نیوز
@EastNewse","🇮🇷ایران من تسلیت
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:36:17,26/04/25,"❤:12,💔:5,👍:2",@EastNewse,"#بندر_عباس,#شرق_نیوز",
59,"وزارت خارجه عربستان سعودی ضمن تسلیت به مناسبت حادثه انفجار بندر شهید رجایی تاکید کرد: آماده ارائه هر گونه کمک به برادران ایرانی هستیم.


کانال رسمی #شرق_نیوز
@EastNewse","وزارت خارجه عربستان سعودی ضمن تسلیت به مناسبت حادثه انفجار بندر شهید رجایی تاکید کرد: آماده ارائه هر گونه کمک به برادران ایرانی هستیم.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:36:37,26/04/25,"👍:21,❤:6",@EastNewse,#شرق_نیوز,
60,#صفحه_127,#صفحه_ 127,اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:48:19,27/04/25,"❤:6,👎:1",,#صفحه_127,
61,"#ترجمه_صوتی
#صفحه_127","
#صفحه_ 127",اخبار جنگ (شرق نیوز)🚨,channel1547101071,07:48:19,27/04/25,"❤:4,👎:1",,"#ترجمه_صوتی,#صفحه_127",
62,"♦️آمریکا کشتی اسرائیلی را بمباران کرد

🔹منابع خبری گزارش دادند که آمریکا کشتی اسرائیلی گلکسی لیدر که آبان ماه ١۴٠٢ در یمن توقیف شده بود را سه نوبت بمباران کرده است. تاکنون به جزئیات بیشتری از این حمله و خسارت‌ های وارده به این کشتی تجاری اشاره‌ای نشده است.

کانال رسمی #شرق_نیوز
@EastNewse","♦️آمریکا کشتی اسرائیلی را بمباران کرد
🔹منابع خبری گزارش دادند که آمریکا کشتی اسرائیلی گلکسی لیدر که آبان ماه  ١۴٠٢  در یمن توقیف شده بود را سه نوبت بمباران کرده است. تاکنون به جزئیات بیشتری از این حمله و خسارت‌ های وارده به این کشتی تجاری اشاره‌ای نشده است.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,08:48:15,27/04/25,"👍:8,👎:7",@EastNewse,#شرق_نیوز,
63,"شدت و قدرت موج انفجار 

 این فیلم از فاصله 5 کیلومتری انفجار ضبط شده است | فقط به شدت موج نگاه کنین که خانوم رو چجور به سمت میز هُل میده !!!


کانال رسمی #شرق_نیوز
@EastNewse","شدت و قدرت موج انفجار 
 این فیلم از فاصله  5  کیلومتری انفجار ضبط شده است | فقط به شدت موج نگاه کنین که خانوم رو چجور به سمت میز هُل میده !!!
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,13:23:23,27/04/25,"💔:17,👍:4,❤:1,🔥:1",@EastNewse,#شرق_نیوز,
64,"📹 انفجار چند کانتینر و شعله‌ ور شدن دوبارۀ آتش در بندر شهید رجایی

کانال رسمی #شرق_نیوز
@EastNewse","📹 انفجار چند کانتینر و شعله‌ ور شدن دوباره آتش در بندر شهید رجایی
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,13:25:50,27/04/25,💔:10,@EastNewse,#شرق_نیوز,
65,"استاندار هرمزگان: آخرین آمار فوتی‌ها تا این لحظه ۲۷ نفر است که ممکن است افزایش پیدا کند. 

کانال رسمی #شرق_نیوز
@EastNewse","استاندار هرمزگان: آخرین آمار فوتی‌ها تا این لحظه  ۲۷  نفر است که ممکن است افزایش پیدا کند. 
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,13:31:20,27/04/25,💔:15,@EastNewse,#شرق_نیوز,
66,"وضعیت بندرعباسو ببینید حاجی وضعیت خیلی وخیم تر از اون چیزیه که فکرشو میکنیم.

کانال رسمی #شرق_نیوز
@EastNewse","وضعیت بندرعباسو ببینید حاجی وضعیت خیلی وخیم تر از اون چیزیه که فکرشو میکنیم.
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:29:43,27/04/25,"💔:19,😨:3,👍:1",@EastNewse,#شرق_نیوز,
67,,,اخبار جنگ (شرق نیوز)🚨,channel1547101071,14:29:43,27/04/25,,,,
68,"اولین تصاویر دوربین مداربسته از لحظه آغاز آتش‌ سوزی در بندر شهید رجایی

کانال رسمی #شرق_نیوز
@EastNewse","اولین تصاویر دوربین مداربسته از لحظه آغاز آتش‌ سوزی در بندر شهید رجایی
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,16:01:22,27/04/25,"👍:3,😨:1",@EastNewse,#شرق_نیوز,
69,"♦️عکس تلخی از بقایای جانباختگان انفجار بندر عباس


کانال رسمی #شرق_نیوز
@EastNewse","♦️عکس تلخی از بقایای جانباختگان انفجار بندر عباس
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,16:25:16,27/04/25,"💔:35,❤:1",@EastNewse,#شرق_نیوز,
70,"افزایش شمار فوتی‌های حادثه بندر شهید رجایی به ۴۰ نفر


کانال رسمی #شرق_نیوز
@EastNewse","افزایش شمار فوتی‌های حادثه بندر شهید رجایی به  ۴۰  نفر
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,19:04:34,27/04/25,"💔:12,👍:2",@EastNewse,#شرق_نیوز,
71,"نه ببین  اسرائیل فقط با جمهوری اسلامی دشمنه نه مردم و ایران

این قوم اسرائیل حرامزاده رو بشناسید....

کانال رسمی #شرق_نیوز
@EastNewse","نه ببین  اسرائیل فقط با جمهوری اسلامی دشمنه نه مردم و ایران
این قوم اسرائیل حرامزاده رو بشناسید....
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:05:21,27/04/25,"🤬:31,👍:6",@EastNewse,#شرق_نیوز,
72,"عصر امروز، لحظاتی از اطفاء حریق هوایی اسکله شهید رجایی بندرعباس

کانال رسمی #شرق_نیوز
@EastNewse","عصر امروز، لحظاتی از اطفا حریق هوایی اسکله شهید رجایی بندرعباس
کانال رسمی 
",اخبار جنگ (شرق نیوز)🚨,channel1547101071,21:08:52,27/04/25,👍:9,@EastNewse,#شرق_نیوز,
